ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT,image
0.52788502,0.698513269,0.567040622,0.650003254,0.476881802,0.476059139,0.593269348,0.176040336,test_stg2/image_08117.jpg
0.503006577,0.560563624,0.632821381,0.442240477,0.365882128,0.446726024,0.636582136,0.42286855,test_stg2/image_10352.jpg
0.559551239,0.469381183,0.547749162,0.431265384,0.330151379,0.386484653,0.789091229,0.51658231,test_stg2/image_07294.jpg
0.52226001,0.578789711,0.52176851,0.573604047,0.42687425,0.626948416,0.671556115,0.429388016,test_stg2/image_03091.jpg
0.619722605,0.556973457,0.671948671,0.610667348,0.37582162,0.495390892,0.692529738,0.435693592,test_stg2/image_02338.jpg
0.457475007,0.527811706,0.609659016,0.477433711,0.415951163,0.445804775,0.708577335,0.406134307,test_stg2/image_04025.jpg
0.517382264,0.498932451,0.467544049,0.458188355,0.559840202,0.440286636,0.661135435,0.596234798,test_stg2/image_08484.jpg
0.474180192,0.630512357,0.585209906,0.522837102,0.379951626,0.558249652,0.623408675,0.668194652,test_stg2/image_10269.jpg
0.520286739,0.440111428,0.388823777,0.343678117,0.43100515,0.437264562,0.73963356,0.379184723,test_stg2/image_00089.jpg
0.566651344,0.476749241,0.677036166,0.314966232,0.485495716,0.457287014,0.451403975,0.575769305,test_stg2/image_01840.jpg
0.642073929,0.541638732,0.621208906,0.3840276,0.438515753,0.598531961,0.670708358,0.475495636,test_stg2/image_11879.jpg
0.659589171,0.519018173,0.514054894,0.656480193,0.293249965,0.421972394,0.764235795,0.508483112,test_stg2/image_07571.jpg
0.510933816,0.641447127,0.304890126,0.544373631,0.259081125,0.404606581,0.774356246,0.392182052,test_stg2/image_04042.jpg
0.421942979,0.504179716,0.378365099,0.326127946,0.421240866,0.456275731,0.694960177,0.490119994,test_stg2/image_10918.jpg
0.532352448,0.439786732,0.422589779,0.291471928,0.514969289,0.343446344,0.564179182,0.464690387,test_stg2/image_01967.jpg
0.377846062,0.618262112,0.452898383,0.631236792,0.238225535,0.55609113,0.665223777,0.439164162,test_stg2/image_08761.jpg
0.299989194,0.618377268,0.315900058,0.504338264,0.2979092,0.384675205,0.668057919,0.380585521,test_stg2/image_00898.jpg
0.538063049,0.666280508,0.377914011,0.480251789,0.589230001,0.349487603,0.795712769,0.363304436,test_stg2/image_08072.jpg
0.50746721,0.305813164,0.67761296,0.427964926,0.229702458,0.479429126,0.534465671,0.299773633,test_stg2/image_07767.jpg
0.529450953,0.527759373,0.592995942,0.511059821,0.40199846,0.540889502,0.377804458,0.432130814,test_stg2/image_04686.jpg
0.459153771,0.555197895,0.489103675,0.522694468,0.519139409,0.338201165,0.687932014,0.299758762,test_stg2/image_11578.jpg
0.571179271,0.534209311,0.498313189,0.435276449,0.550462306,0.583181798,0.742719233,0.512204766,test_stg2/image_08868.jpg
0.496074021,0.42554608,0.726706922,0.325075388,0.474984646,0.59601903,0.571818292,0.352361172,test_stg2/image_04557.jpg
0.251533091,0.442072034,0.37242496,0.504201412,0.171249807,0.384355128,0.580210149,0.336412042,test_stg2/image_05065.jpg
0.473899215,0.610124826,0.617484212,0.507216215,0.459877193,0.539292395,0.593486607,0.452318311,test_stg2/image_01034.jpg
0.456689179,0.560689449,0.471715748,0.40708527,0.389711678,0.371506095,0.698132098,0.247602463,test_stg2/image_00323.jpg
0.732328892,0.463645577,0.714998662,0.614023507,0.306941152,0.441500545,0.4558824,0.263003767,test_stg2/image_00507.jpg
0.607593656,0.633006275,0.700076282,0.380121231,0.479204953,0.563718915,0.560676277,0.429430097,test_stg2/image_03627.jpg
0.571381927,0.302899092,0.426119566,0.498638511,0.499851406,0.464550972,0.63793391,0.436634034,test_stg2/image_07203.jpg
0.563009739,0.48592639,0.548979521,0.264548957,0.798520207,0.645800233,0.564528167,0.482832432,test_stg2/image_07798.jpg
0.65552485,0.465580046,0.589052856,0.501791358,0.242104322,0.47070545,0.753267348,0.375909507,test_stg2/image_09802.jpg
0.499550879,0.501736462,0.555943429,0.561923206,0.375752598,0.443218827,0.59272778,0.394273728,test_stg2/image_08239.jpg
0.481827796,0.621326685,0.643419027,0.45193997,0.38187173,0.456314534,0.491596729,0.139088392,test_stg2/image_01983.jpg
0.499928802,0.654685795,0.573671043,0.513982892,0.390483886,0.582343638,0.469845593,0.357744575,test_stg2/image_05896.jpg
0.614521086,0.614763319,0.592029095,0.305662304,0.452593118,0.432917297,0.609858453,0.506278455,test_stg2/image_10828.jpg
0.406445682,0.552569151,0.575157523,0.375575244,0.599061847,0.471685708,0.377468139,0.426023126,test_stg2/image_03049.jpg
0.636606753,0.669905007,0.602373958,0.587046683,0.318582088,0.500597596,0.587408662,0.296359926,test_stg2/image_01981.jpg
0.434005469,0.494496584,0.466269255,0.527444839,0.36137262,0.622070849,0.641964138,0.311812222,test_stg2/image_10467.jpg
0.660442293,0.628106058,0.389451832,0.480207324,0.491989374,0.413135439,0.734851182,0.627133489,test_stg2/image_11013.jpg
0.453343242,0.552236676,0.413184583,0.52211827,0.400678843,0.437217176,0.744611561,0.410686374,test_stg2/image_05900.jpg
0.56681931,0.508742094,0.62382412,0.518372536,0.297109902,0.42878142,0.733215094,0.362397552,test_stg2/image_06331.jpg
0.542866766,0.323443592,0.634868979,0.497420281,0.298370838,0.30435732,0.525350749,0.467931807,test_stg2/image_05954.jpg
0.522846699,0.515258074,0.726773441,0.563103378,0.220819101,0.362507671,0.686547637,0.380169511,test_stg2/image_06301.jpg
0.978623152,0.589979053,0.67956692,0.521736443,0.439070255,0.427786887,0.576532245,0.472196192,test_stg2/image_00647.jpg
0.65703696,0.652963758,0.520867527,0.444306552,0.650554717,0.460015178,0.401049346,0.44155544,test_stg2/image_03878.jpg
0.705888391,0.539428473,0.305478007,0.448880851,0.55810678,0.4484303,0.743792892,0.679495275,test_stg2/image_03970.jpg
0.543938935,0.573509932,0.490560651,0.372986048,0.338554293,0.451099426,0.694858849,0.409673214,test_stg2/image_03569.jpg
0.576678634,0.620072603,0.669744134,0.587855697,0.377117038,0.470986158,0.564167261,0.477825046,test_stg2/image_08187.jpg
0.478491426,0.666343153,0.395836771,0.471331447,0.250270575,0.477442712,0.778489292,0.437582731,test_stg2/image_06285.jpg
0.624390721,0.600865126,0.49886322,0.474012911,0.351303369,0.450821161,0.649728239,0.445604205,test_stg2/image_10153.jpg
0.545016885,0.463142872,0.529499054,0.413645953,0.419298261,0.580734491,0.687820852,0.473861754,test_stg2/image_10967.jpg
0.406106442,0.578040242,0.522949219,0.554274738,0.36294952,0.504068196,0.698658705,0.333212912,test_stg2/image_06243.jpg
0.509960055,0.488851041,0.447880864,0.453059614,0.491539657,0.412908733,0.500537694,0.395317912,test_stg2/image_06033.jpg
0.818498135,0.529850006,0.51991725,0.477960646,0.523870289,0.858183146,0.514903307,0.190506443,test_stg2/image_08674.jpg
0.517269909,0.428221107,0.698739529,0.401359677,0.766918302,0.587629795,0.495538414,0.447035611,test_stg2/image_05476.jpg
0.546552122,0.52006942,0.580725372,0.614144146,0.258731723,0.440135688,0.605193377,0.399574101,test_stg2/image_08037.jpg
0.619133651,0.43314594,0.617743671,0.339541763,0.318101615,0.611552775,0.562229872,0.376401484,test_stg2/image_11838.jpg
0.457719177,0.496167779,0.54377383,0.438960612,0.413389713,0.438162833,0.711038947,0.390540719,test_stg2/image_10124.jpg
0.591298819,0.586485744,0.615071774,0.414848745,0.157648653,0.533791661,0.748193145,0.353462815,test_stg2/image_00831.jpg
0.532935739,0.592316091,0.635842562,0.515135884,0.531869769,0.569202125,0.691900015,0.483305275,test_stg2/image_06566.jpg
0.45439145,0.493167102,0.53792125,0.468319535,0.516747475,0.413896173,0.590247095,0.495840788,test_stg2/image_07742.jpg
0.237929404,0.713798881,0.429797232,0.446564704,0.37994197,0.281643242,0.643183172,0.578745127,test_stg2/image_06683.jpg
0.591047227,0.568061709,0.653854311,0.394498318,0.382161081,0.476144105,0.730998099,0.064399838,test_stg2/image_04665.jpg
0.546968997,0.450531363,0.522445142,0.511044979,0.471176505,0.526833832,0.521311045,0.353418291,test_stg2/image_02923.jpg
0.530957282,0.559004664,0.718123674,0.39128232,0.840826392,0.46856302,0.671444476,0.380171239,test_stg2/image_04977.jpg
0.692840576,0.517562389,0.629821599,0.317441821,0.490345061,0.447669506,0.816608965,0.507598877,test_stg2/image_10930.jpg
0.449889481,0.470792919,0.567145705,0.320075333,0.376893938,0.479014337,0.670221627,0.169236258,test_stg2/image_05400.jpg
0.629308939,0.814451694,0.736516416,0.413449764,0.5760324,0.424579978,0.376929313,0.496626675,test_stg2/image_09388.jpg
0.344248801,0.70857054,0.357294559,0.531343877,0.441494912,0.465564042,0.672411323,0.367975771,test_stg2/image_06729.jpg
0.575582564,0.620610893,0.720316529,0.560332596,0.506111383,0.477567375,0.520175219,0.481838882,test_stg2/image_05311.jpg
0.4917413,0.552467942,0.568945944,0.782185256,0.3957147,0.561014771,0.778312862,0.399195611,test_stg2/image_08295.jpg
0.402876496,0.553109765,0.564411581,0.582242548,0.508504093,0.453980595,0.599112272,0.388414711,test_stg2/image_09088.jpg
0.501953661,0.439725846,0.6372509,0.73033905,0.389314085,0.569124043,0.638404906,0.375564784,test_stg2/image_09061.jpg
0.477598965,0.626320481,0.381681919,0.396454155,0.592788815,0.500271082,0.654803872,0.506835103,test_stg2/image_10691.jpg
0.628443599,0.706685185,0.50503391,0.585751951,0.386673421,0.378852099,0.467190176,0.239931911,test_stg2/image_04387.jpg
0.496835738,0.627114952,0.698926449,0.704694033,0.270183057,0.357494295,0.448252201,0.371862084,test_stg2/image_03377.jpg
0.474436045,0.634790957,0.48860085,0.461971611,0.431209475,0.415301144,0.626508474,0.406162322,test_stg2/image_03084.jpg
0.580457687,0.525185823,0.642335773,0.428602636,0.578879297,0.440943956,0.567623973,0.51973021,test_stg2/image_08566.jpg
0.394361764,0.498583972,0.450497895,0.394531459,0.107362062,0.393820226,0.62628597,0.441238105,test_stg2/image_03423.jpg
0.452998281,0.564300358,0.660149932,0.48177731,0.401228577,0.509955645,0.685162306,0.38158828,test_stg2/image_08403.jpg
0.573914945,0.670525193,0.605591595,0.50840795,0.74908483,0.273324847,0.523074687,0.510941923,test_stg2/image_05881.jpg
0.420215547,0.385285497,0.625196755,0.507143617,0.506096005,0.503072798,0.456288695,0.373042017,test_stg2/image_10216.jpg
0.510447919,0.48710829,0.550630152,0.385014355,0.468913704,0.59306854,0.450632632,0.40956521,test_stg2/image_10740.jpg
0.604710698,0.549796104,0.496043265,0.576656461,0.310890794,0.468618155,0.556738317,0.349248141,test_stg2/image_00594.jpg
0.457477361,0.368341863,0.416922629,0.677459419,0.389873624,0.408387601,0.717507601,0.571931899,test_stg2/image_04607.jpg
0.465224952,0.352107167,0.469838738,0.50077188,0.559668541,0.631686091,0.663709462,0.60910809,test_stg2/image_08024.jpg
0.612418294,0.626362622,0.47996971,0.426748276,0.510290802,0.351086259,0.586178482,0.420248002,test_stg2/image_05930.jpg
0.685046673,0.617638409,0.597457647,0.436280608,0.27202189,0.48579675,0.799739361,0.534639776,test_stg2/image_11404.jpg
0.581175923,0.544539154,0.429669946,0.409030557,0.327909172,0.441289425,0.773146391,0.573590994,test_stg2/image_06386.jpg
0.532874107,0.606920063,0.486940265,0.81605196,0.414089859,0.38775748,0.783393919,0.431256503,test_stg2/image_11619.jpg
0.478019089,0.510063827,0.582722783,0.50331825,0.365927368,0.497222066,0.596281171,0.451816916,test_stg2/image_02709.jpg
0.408593744,0.492998242,0.690882146,0.529469907,0.341066599,0.499086618,0.655882001,0.346984595,test_stg2/image_05541.jpg
0.452353686,0.532154083,0.795182705,0.54023844,0.458366543,0.607891679,0.643111229,0.380181611,test_stg2/image_04009.jpg
0.534409881,0.538363159,0.585854471,0.476375639,0.345131218,0.495081306,0.647513986,0.365001768,test_stg2/image_02691.jpg
0.485909313,0.487815619,0.466584027,0.509453952,0.347468704,0.276228726,0.752923489,0.447339654,test_stg2/image_03587.jpg
0.629576385,0.497365862,0.565963805,0.463794589,0.428102911,0.409964263,0.517990112,0.517438293,test_stg2/image_04980.jpg
0.659470677,0.537710965,0.477273643,0.324112386,0.455735534,0.3508358,0.636436522,0.508532405,test_stg2/image_04252.jpg
0.68921864,0.551647604,0.538237691,0.375645757,0.371848196,0.535053968,0.653765559,0.441570371,test_stg2/image_10891.jpg
0.557911456,0.559378803,0.626203477,0.578126013,0.367615819,0.472332597,0.596048176,0.419817239,test_stg2/image_09158.jpg
0.530538738,0.473549753,0.452774853,0.445316166,0.513778567,0.542450726,0.445446163,0.4781982,test_stg2/image_00144.jpg
0.571204185,0.513549924,0.613453329,0.531272471,0.259262383,0.41498065,0.550331295,0.475241959,test_stg2/image_08012.jpg
0.563446164,0.41919142,0.48436141,0.577548802,0.376452774,0.435821623,0.512106955,0.396938384,test_stg2/image_02079.jpg
0.486583501,0.485534489,0.553542137,0.452509344,0.370753229,0.552747667,0.682982683,0.515571177,test_stg2/image_01220.jpg
0.387148082,0.556939363,0.659379601,0.377260476,0.516274869,0.433365792,0.67509675,0.552216411,test_stg2/image_02991.jpg
0.503260136,0.517451704,0.580715656,0.477684379,0.3826662,0.487010747,0.57626456,0.428503603,test_stg2/image_06179.jpg
0.58951056,0.563566566,0.525998831,0.521432757,0.458612412,0.450131774,0.524754047,0.43788904,test_stg2/image_03108.jpg
0.702026486,0.473083436,0.570012331,0.464136928,0.516415954,0.658173919,0.485360891,0.591367126,test_stg2/image_11634.jpg
0.482228279,0.516894758,0.625713468,0.353009254,0.337471217,0.507573903,0.583823323,0.391920567,test_stg2/image_09237.jpg
0.457205087,0.439951181,0.567433178,0.50961566,0.423880965,0.570803702,0.639806211,0.382357448,test_stg2/image_00627.jpg
0.405236125,0.50149864,0.688273668,0.372200608,0.419006318,0.570416987,0.565583467,0.464035511,test_stg2/image_06750.jpg
0.476416886,0.535159528,0.56108892,0.417107791,0.388544023,0.534816623,0.6107319,0.496732652,test_stg2/image_12136.jpg
0.704034209,0.448058724,0.56973809,0.442706227,0.518411458,0.556750894,0.60746479,0.429540336,test_stg2/image_03834.jpg
0.292749554,0.696983695,0.526187778,0.427423447,0.300301462,0.484609574,0.749191165,0.390685648,test_stg2/image_01355.jpg
0.524793327,0.605185568,0.630148411,0.448236346,0.397924721,0.543338537,0.681709647,0.460845202,test_stg2/image_02828.jpg
0.344714403,0.498517126,0.596680284,0.409180462,0.283680797,0.364721596,0.68943727,0.462107748,test_stg2/image_08706.jpg
0.511789083,0.5466429,0.651086211,0.396203995,0.365107447,0.487782538,0.671933591,0.45064804,test_stg2/image_06520.jpg
0.440461934,0.484223366,0.580341995,0.59388566,0.331403226,0.439261883,0.637986243,0.265810132,test_stg2/image_02612.jpg
0.678522587,0.476035595,0.740634739,0.515171945,0.308183283,0.579701006,0.438886493,0.414327443,test_stg2/image_04247.jpg
0.694038868,0.491090059,0.422163963,0.464732438,0.387809634,0.695289016,0.446898162,0.432633638,test_stg2/image_02964.jpg
0.596242368,0.600325644,0.647157311,0.578177869,0.278983057,0.477537155,0.554549575,0.351024896,test_stg2/image_03374.jpg
0.541665196,0.748132825,0.67194581,0.499542445,0.334165752,0.37762475,0.498009145,0.545172811,test_stg2/image_01540.jpg
0.539996564,0.407779276,0.498597741,0.237876564,0.61133188,0.459735096,0.616240561,0.432023942,test_stg2/image_09844.jpg
0.383068025,0.540216982,0.532135487,0.552134991,0.668487787,0.655049622,0.541288555,0.421256781,test_stg2/image_02374.jpg
0.523119986,0.540296257,0.625651717,0.506180167,0.637859225,0.409437507,0.475982904,0.246576339,test_stg2/image_05622.jpg
0.603280544,0.567737043,0.643532515,0.40554291,0.406760186,0.555904448,0.694658101,0.494562209,test_stg2/image_06230.jpg
0.660539269,0.47270757,0.639000654,0.314607143,0.323559463,0.708019793,0.842860103,0.381263047,test_stg2/image_06405.jpg
0.744992256,0.321062356,0.630884826,0.406524777,0.653088272,0.422624886,0.694723189,0.530141473,test_stg2/image_05436.jpg
0.442566663,0.413514555,0.591914356,0.758039296,0.308791727,0.362022728,0.839040995,0.378452718,test_stg2/image_10157.jpg
0.573628187,0.535190642,0.538316607,0.539545357,0.389913589,0.509574711,0.548569083,0.376327038,test_stg2/image_05470.jpg
0.308838338,0.573986173,0.417940229,0.458890855,0.517355025,0.407357752,0.732880235,0.321994424,test_stg2/image_01665.jpg
0.492905915,0.555888772,0.518555641,0.488814682,0.385291874,0.538913131,0.612065315,0.550671697,test_stg2/image_11411.jpg
0.465898335,0.455182821,0.647764385,0.58000803,0.582079768,0.47091186,0.608529329,0.408510864,test_stg2/image_00879.jpg
0.744547129,0.685150385,0.623270512,0.508154452,0.480086982,0.35556221,0.249306709,0.558914244,test_stg2/image_09967.jpg
0.549112916,0.607814252,0.660785675,0.485894084,0.493128568,0.470115453,0.545155525,0.481976539,test_stg2/image_05023.jpg
0.598647833,0.569022179,0.607332528,0.506857872,0.449461609,0.477455944,0.524941504,0.568720102,test_stg2/image_00486.jpg
